repo,selectStmtCount,createStmtCount,insertStmtCount,updateStmtCount,createIndexStmtCount,total statements
openc_openc_bot.sql,2,1,0,0,0,3
opencfp_opencfp.sql,3,0,0,0,0,3
openchange_openchange.sql,262,18,5,9,1,295
OpenChannelSSD_qemu-nvme.sql,1,0,0,0,0,1
opencivicdata_pupa.sql,2,1,0,0,0,3
openclonk_openclonk.sql,2,3,0,0,0,5
OpenCover_opencover.sql,2,0,0,0,0,2
opencredit_badgeos.sql,11,2,0,0,0,13
opendatatrentino_ckan-api-client.sql,2,0,0,0,0,2
opendatatrentino_opendata-harvester.sql,4,3,0,0,0,7
opener-project_scorer.sql,0,1,0,0,1,2
openfoodfoundation_openfoodnetwork.sql,13,0,0,21,0,34
OpenFurry_ideawheel.sql,0,7,0,2,0,9
OpenGrok_OpenGrok.sql,2,2,1,0,0,5
openhatch_oh-mainline.sql,115,44,30,3,3,195
openid_python-openid.sql,0,9,0,0,0,9
OpenImporter_openimporter.sql,32,0,0,0,0,32
openintents_safe.sql,1,0,0,0,0,1
openintents_shoppinglist.sql,1,0,0,0,1,2
openjournals_brief-ideas.sql,1,0,0,0,0,1
openlabs_nereid.sql,1,0,0,0,0,1
openMF_mifosx.sql,61,357,0,8,0,426
openmicroscopy_bioformats.sql,1,0,0,0,0,1
openparty_openparty.sql,11,3,0,1,1,16
openplanets_plato.sql,39,0,0,0,0,39
openpnp_openpnp.sql,0,1,0,0,0,1
OpenSOC_opensoc-streaming.sql,1,0,0,0,0,1
opensoft_rollout.sql,1,0,0,0,0,1
opensource-socialnetwork_opensource-socialnetwork.sql,2,11,0,0,0,13
opensource21_sze.sql,29,0,0,0,0,29
openstax_accounts.sql,0,0,0,4,0,4
openstreetmap_mod_tile.sql,1,0,0,0,0,1
openstreetmap_openstreetmap-website.sql,16,32,0,0,50,98
openSUSE_open-build-service.sql,8,75,0,10,0,93
opentable_otj-pg-embedded.sql,4,3,2,0,0,9
OpenTreeMap_OTM2.sql,2,0,0,0,0,2
Opentribes_Core.sql,10,0,0,0,0,10
OpenUpgrade_OpenUpgrade.sql,87,19,0,22,11,139
openvswitch_ovs.sql,1,0,0,0,0,1
openworm_CElegansNeuroML.sql,1,43,0,0,0,44
openworm_PyOpenWorm.sql,0,1,0,0,0,1
opis_database.sql,53,0,0,0,0,53
opscode-cookbooks_chef-client.sql,2,0,0,0,0,2
opscode-cookbooks_mysql.sql,3,1,0,0,0,4
opscode-cookbooks_supermarket.sql,4,0,0,0,0,4
opscode_mixlib-shellout.sql,1,0,0,0,0,1
opscode_ohai.sql,1,0,0,0,0,1
opscode_supermarket.sql,4,0,0,1,0,5
optionu_stolpersteine-android.sql,0,2,0,0,0,2
Orangescrum_orangescrum.sql,110,57,0,3,1,171
orchestral_debug.sql,3,0,0,0,0,3
orchestral_model.sql,3,0,0,0,0,3
orchestral_tenanti.sql,1,0,0,0,0,1
orchestrate-io_jdbc-importer.sql,4,0,0,0,0,4
orientechnologies_spring-data-orientdb.sql,2,0,0,0,0,2
orno_db.sql,5,2,1,1,0,9
orocrm_crm.sql,9,0,0,20,1,30
orocrm_platform.sql,39,17,0,38,1,95
orslumen_record-cache.sql,2,0,0,0,0,2
orthodoc_ayosi.sql,0,10,0,0,15,25
osaris_sp-gestion.sql,0,0,0,2,0,2
oscarotero_simplecrud.sql,4,15,0,0,0,19
OSGeo_gdal.sql,379,57,16,27,12,491
osheroff_ar_mysql_flexmaster.sql,0,1,0,0,0,1
osiam_connector4java-integration-tests.sql,2,0,0,0,0,2
oskopek_carcv.sql,2,0,0,0,0,2
ossec_ossec-hids.sql,10,21,0,2,9,42
OSSOS_MOP.sql,32,0,0,2,2,36
Ostico_PhpOrient.sql,4,0,0,1,0,5
OSU-Net_cyder.sql,3,0,0,0,0,3
osulp_Room-Reservation.sql,1,0,0,0,0,1
OTBProject_OTBProject.sql,4,0,0,0,0,4
otland_forgottenserver.sql,5,37,0,0,0,42
ottino_geslab.sql,23,25,0,3,1,52
otwcode_otwarchive.sql,3,79,0,0,0,82
outbrain_ob1k.sql,6,0,0,1,0,7
owncloud_bookmarks.sql,4,0,0,0,0,4
owncloud_contacts.sql,1,0,0,0,0,1
owncloud_mail.sql,3,0,0,0,0,3
owncloud_web_hooks.sql,4,0,0,0,0,4
OXID-eSales_oxideshop_ce.sql,696,54,0,50,0,800
oxidemod_Oxide.sql,5,19,0,0,0,24
oyiptong_splice.sql,11,23,1,5,0,40
p6spy_p6spy.sql,22,3,3,2,0,30
pac4j_pac4j.sql,0,1,0,0,0,1
packaged_mappers.sql,0,1,0,0,0,1
padc_DevConSummit.sql,1,0,0,0,0,1
paetzke_format-sql.sql,5,0,0,0,0,5
palkan_influxer.sql,50,0,0,0,0,50
PandariaCore_PandariaCore.sql,403,268,150,895,0,1716
pandegroup_mdtraj.sql,6,0,0,0,0,6
pandegroup_openmm.sql,6,39,0,0,0,45
pandegroup_osprey.sql,2,0,0,0,0,2
panterch_future_kids.sql,0,13,0,0,19,32
pantheon-systems_wp_launch_check.sql,2,0,0,0,0,2
papayaCMS_papayacms-core.sql,41,0,0,0,0,41
parallella_pal.sql,3,0,0,0,0,3
pardom_ActiveAndroid.sql,7,9,0,0,2,18
pardom_ollie.sql,0,1,1,2,0,4
Parisson_Telemeta.sql,1,0,0,0,0,1
pascalj_meh.sql,7,0,0,0,0,7
pat_riddle.sql,26,0,0,1,0,27
pat_thinking-sphinx.sql,1,0,0,1,0,2
patou_bigquery-dashboard.sql,3,0,0,0,0,3
paukiatwee_budgetapp.sql,4,0,0,0,0,4
paul-m_VirtualPersistAPI.sql,0,9,0,0,0,9
paulfitz_coopy.sql,289,55,19,36,23,422
pavel-pimenov_flylinkdc-r5xx.sql,148,73,4,18,12,255
PayPal_PayPal-NET-SDK.sql,0,1,0,0,0,1
Payum_Payum.sql,0,2,0,0,0,2
pbearne_wp-author-avatars.sql,2,0,0,0,0,2
pbl2014_Detector.sql,1,1,0,0,0,2
pcgen_pcgen.sql,2,0,0,0,0,2
PDAL_PDAL.sql,19,1,0,0,0,20
pdxacm_acm.pdx.edu.sql,2,0,0,0,0,2
PeaceCorps_realtrack-android.sql,1,0,0,0,0,1
pear_Auth.sql,2,1,0,0,0,3
pear_pear-core.sql,26,5,1,0,2,34
pear_pearweb.sql,186,43,76,35,0,340
pebble_qemu.sql,1,0,0,0,0,1
PedroLourenco_MendeleyPaperReader_Gradle.sql,2,0,0,0,0,2
pele-python_pele.sql,0,3,0,0,4,7
peltier_ocelot.sql,3,143,0,0,0,146
percolator_percolator.sql,5,1,1,0,1,8
perseas_Pyrseas.sql,12,81,15,0,48,156
peteraba_dermailer.sql,88,35,0,1,0,124
PeterRyder_Check-Up.sql,0,1,0,0,0,1
petervanderdoes_AVH-Framework.sql,4,8,0,1,0,13
pettazz_JACKED.sql,7,19,0,0,0,26
pfaocle_codeception-module-drupal-user-registry.sql,0,36,0,0,0,36
pgjdbc_pgjdbc.sql,158,10,108,14,6,296
pgpointcloud_pointcloud.sql,19,13,0,0,0,32
pgRouting_pgrouting.sql,503,67,5,44,1,620
phacility_xhprof.sql,2,0,0,0,0,2
PhalconEye_cms.sql,49,48,0,0,4,101
PhantomYdn_wicket-orientdb.sql,5,0,0,0,0,5
phdeniel_nfs-ganesha.sql,1,0,0,0,0,1
philiplb_CRUDlex.sql,0,1,0,0,0,1
phingofficial_phing.sql,2,4,2,0,0,8
phlipper_chef-newrelic-sysmond.sql,0,2,0,0,0,2
phlipper_chef-postgresql.sql,2,2,0,0,0,4
phlipper_chef-redis.sql,0,2,0,0,0,2
phoenix-labs_eloquent-meta.sql,2,1,0,0,0,3
Phonations_Joker.sql,4,0,0,0,0,4
photo_frontend.sql,44,28,0,1,0,73
photoshell_photoshell.sql,0,1,0,0,0,1
php_php-src.sql,843,460,275,25,21,1624
phpbb-extensions_boardrules.sql,1,0,0,0,0,1
phpbb_area51-phpbb3.sql,121,5,0,1,0,127
phpbb_customisation-db.sql,11,0,0,0,0,11
phpbb_phpbb.sql,121,5,0,1,0,127
phpBBSEO_premod.sql,102,330,0,0,234,666
phpBBSEO_usu.sql,2,0,0,0,0,2
phpcr_phpcr-shell.sql,4,0,0,0,0,4
phpcr_phpcr-utils.sql,4,0,0,0,0,4
phpforce_soap-client.sql,4,0,0,0,0,4
phphants_phph-site.sql,0,8,0,0,5,13
PHPixie_ORM.sql,0,11,0,0,0,11
PHPMailer_PHPMailer.sql,2,0,0,0,0,2
phpmyadmin_error-reporting-server.sql,0,2,0,0,0,2
phpmyadmin_phpmyadmin.sql,69,48,20,2,1,140
PHPOffice_PHPExcel.sql,4,4,0,0,0,8
PierreQuentel_PyDbLite.sql,3,1,2,1,1,8
pietermartin_sqlg.sql,19,0,0,0,0,19
pimcore_pimcore.sql,227,151,0,1,0,379
pinax_django-stripe-payments.sql,1,0,0,0,0,1
pinax_symposion.sql,1,0,0,0,0,1
pippinsplugins_Restrict-Content-Pro.sql,32,5,0,0,0,37
pivotal_projectmonitor.sql,0,0,0,2,0,2
piwik_piwik.sql,118,70,0,1,3,192
pkarl_quick-query.sql,3,0,0,0,0,3
pkp_ojs.sql,29,4,0,24,5,62
pkp_omp.sql,9,0,0,7,0,16
playframework_play1.sql,30,9,4,5,0,48
pmwkaa_sophia.sql,0,0,0,0,1,1
po-devs_pokemon-online.sql,23,3,0,2,3,31
PocketRent_beatbox.sql,3,0,0,0,0,3
Podemos-TICS_ComunidadPodemos.sql,67,32,0,0,0,99
pods-framework_pods.sql,17,3,0,0,0,20
poise_poise.sql,1,0,0,0,0,1
polyjdbc_polyjdbc.sql,3,0,0,0,0,3
pomm-project_Cli.sql,1,1,0,0,0,2
pomm-project_Foundation.sql,1,3,0,0,1,5
pomm-project_ModelManager.sql,1,3,0,0,0,4
posativ_isso.sql,11,4,0,3,0,18
postgis_postgis.sql,416,440,117,56,104,1133
postrank-labs_goliath.sql,0,1,0,0,0,1
potatolondon_djangae.sql,1,0,0,0,0,1
pothibo_ecrire.sql,1,0,0,0,0,1
PowerDNS_pdns.sql,112,74,1,53,31,271
ppatrik_paz1c-mp3library.sql,0,0,2,4,0,6
pradosoft_prado.sql,42,79,130,2,4,257
praekelt_jmbo.sql,1,0,0,0,0,1
PramodBisht_HackerEarth-Calendar.sql,1,0,0,1,0,2
praxes_praxes.sql,0,2,2,0,0,4
pregelix_pregelix.sql,0,8,0,0,0,8
Presage_Presage2.sql,3,1,0,0,0,4
presidentbeef_brakeman.sql,9,0,0,0,0,9
PressForward_pressforward.sql,4,1,0,0,0,5
PressLabs_toplytics.sql,1,0,0,0,0,1
PrestaShop_PrestaShop.sql,230,402,0,37,0,669
prezi_django-zipkin.sql,1,0,0,0,0,1
pricewaiter_magento.sql,0,2,0,0,0,2
primecloud-controller-org_primecloud-controller.sql,30,93,223,2,0,348
privacyidea_privacyidea.sql,0,8,0,0,1,9
professor_whiteboard.sql,2,0,0,1,0,3
ProgVal_Limnoria.sql,21,9,8,9,0,47
ProgVal_Supybot-plugins.sql,3,5,4,0,0,12
Project-OSRM_osrm-backend.sql,1,0,0,0,0,1
projectestac_moodle-mod_jclic.sql,1,0,0,0,0,1
ProjectSkyfire_SkyFire.548.sql,411,285,152,927,0,1775
ProjectSkyfire_SkyFire_5xx.sql,411,285,152,927,0,1775
projecttacoma_bonnie.sql,0,4,0,0,0,4
ProjetPP_PPP-Core.sql,1,0,0,0,0,1
ProjetPP_PPP-Logger.sql,2,0,0,0,0,2
prooph_event-store-doctrine-adapter.sql,0,2,0,0,0,2
prooph_event-store-zf2-adapter.sql,0,2,0,0,0,2
propelorm_Propel.sql,40,88,0,0,9,137
propelorm_Propel2.sql,40,87,1,0,12,140
provisioner_Provisioner.sql,1,0,0,0,0,1
pry_pry.sql,3,0,0,0,0,3
pteichman_cobe.sql,11,5,0,2,2,20
ptejada_uFlex.sql,1,1,0,2,0,4
ptrckbrwn_cooper-rails.sql,0,8,0,0,0,8
ptrckbrwn_idoru.sql,0,8,0,0,0,8
ptrv_gpx2spatialite.sql,9,7,0,0,0,16
pudo_dataset.sql,3,0,0,0,0,3
pulse00_Symfony-2-Eclipse-Plugin.sql,17,5,0,0,12,34
punchagan_childrens-park.sql,1,0,0,0,0,1
puniverse_galaxy.sql,6,0,0,0,1,7
Purii_muneco.sql,1,1,0,0,0,2
PurposeOpen_Platform.sql,5,6,0,7,0,18
pushtorefresh_bamboo-storage.sql,2,0,0,0,0,2
Putnami_putnami-web-toolkit.sql,0,1,0,0,0,1
PuzzleFlow_activerecord-postgres-composite-types.sql,0,0,2,0,0,2
pwman3_pwman3.sql,22,4,4,1,0,31
pwyf_IATI-Data-Quality.sql,4,3,2,1,0,10
px4_Firmware.sql,0,1,0,0,0,1
PyBossa_pybossa.sql,19,0,0,7,0,26
pydanny_django-admin2.sql,0,1,0,0,0,1
pydata_pandas.sql,30,9,6,0,1,46
pydio_pydio-core.sql,66,101,2,0,28,197
pydoit_doit.sql,0,1,0,0,0,1
Pylons_pyramid.sql,0,3,0,0,0,3
PyMamba_mamba-framework.sql,0,8,0,0,3,11
pymc-devs_pymc3.sql,1,0,0,0,0,1
PyMySQL_Tornado-MySQL.sql,35,30,9,1,0,75
pypa_pip.sql,2,0,0,0,0,2
pypa_warehouse.sql,4,0,0,0,0,4
PyTables_PyTables.sql,5,3,2,0,7,17
pytest-dev_pytest-django.sql,0,3,0,0,0,3
pythonforfacebook_facebook-sdk.sql,2,1,0,1,0,4
q2a_question2answer.sql,34,2,0,0,0,36
Qabel_qabel-core.sql,22,16,0,0,2,40
qckanemoto_PaginationServiceProvider.sql,0,1,0,0,0,1
qcubed_framework.sql,12,48,17,1,21,99
qemu_qemu.sql,1,0,0,0,0,1
Qiriqoo_ultimate-cycle-distrib.sql,1,0,0,0,0,1
QoboLtd_project-template-cakephp.sql,0,2,0,0,0,2
qos-ch_logback.sql,17,32,0,0,0,49
qreal_qreal.sql,0,17,0,0,24,41
QSanguosha_QSanguosha.sql,2,1,0,0,0,3
qua-bla_edentata.sql,3,0,0,0,0,3
quantmind_pulsar.sql,0,2,0,0,0,2
quantopian_zipline.sql,3,0,0,0,0,3
qubole_qds-sdk-py.sql,1,0,0,0,0,1
querydsl_querydsl.sql,27,55,9,0,1,92
QueueClassic_queue_classic.sql,5,1,0,0,2,8
QueueClassic_queue_classic_admin.sql,1,0,0,0,0,1
quickapps_cms.sql,7,32,0,0,2,41
quickfix_quickfix.sql,3,23,0,0,0,26
QupZilla_qupzilla.sql,37,2,0,10,3,52
qutip_qutip.sql,1,0,0,0,0,1
r509_r509.sql,3,4,0,1,0,8
r7kamura_scheman.sql,0,39,0,0,0,39
rackerlabs_blueflood.sql,2,20,0,0,0,22
rackerlabs_deuce.sql,0,14,0,1,0,15
rackerlabs_ohai-plugins.sql,2,0,0,0,0,2
rackerlabs_otter.sql,11,0,0,0,1,12
rackerlabs_python-cloudbackup-sdk.sql,0,0,0,1,0,1
rackerlabs_silverberg.sql,6,0,0,3,0,9
rackspace-cookbooks_nodestack.sql,1,0,0,0,0,1
rackspace-orchestration-templates_drupal-multi.sql,11,0,0,0,0,11
rackspace-orchestration-templates_nodejs-clouddb.sql,2,0,0,0,0,2
rackspace-orchestration-templates_rails-app-multi.sql,7,0,0,0,0,7
radar_paranoia.sql,0,2,0,0,0,2
radar_twist.sql,0,1,0,0,0,1
radiant_radiant.sql,4,0,0,0,0,4
radicaldesigns_revent.sql,1,0,0,0,2,3
rails_activerecord-session_store.sql,1,0,0,0,0,1
rainforestapp_queue_classic_plus.sql,3,0,0,0,0,3
ramblingsofadev_RDev.sql,19,0,0,0,0,19
ramontayag_storey.sql,1,0,0,0,0,1
ramr_redmine-2.0-openshift-quickstart.sql,15,0,0,0,0,15
ranacseruet_codeigniterplus.sql,16,1,0,0,0,17
randombit_botan.sql,13,5,1,0,0,19
RangeNetworks_openbts.sql,13,2,0,9,0,24
raoul2000_yii2-workflow.sql,1,0,0,0,0,1
raphaelm_opacclient.sql,2,0,0,0,0,2
rapid7_metasploit-credential.sql,0,65,0,0,56,121
rapid7_metasploit-framework.sql,104,6,12,2,0,124
rapid7_metasploit_data_models.sql,0,77,0,0,56,133
rapidftr_RapidFTR-Android.sql,29,16,0,0,0,45
rasheedamir_fmu.sql,28,0,0,0,0,28
ratchetphp_Ratchet.sql,0,2,0,0,0,2
rathena_rathena.sql,18,68,0,0,5,91
raulfraile_Ladybug.sql,2,0,0,0,0,2
Ravenbrook_mps-temporary.sql,2,0,0,1,0,3
Ray-DI_Ray.AuraSqlModule.sql,6,2,0,0,0,8
rbock_sqlpp11.sql,0,4,0,0,0,4
rcatlin_ryancatlin-info.sql,0,8,0,0,0,8
rdiachenko_JLV.sql,4,6,4,2,0,16
rdlowrey_Auryn.sql,1,0,0,0,0,1
rdy_fixture_builder.sql,1,0,0,0,0,1
readdle_fqdb.sql,15,2,0,1,0,18
ReadyTalk_revori.sql,7,4,8,1,0,20
realejo_library-zf2.sql,0,3,0,0,0,3
realityforge-experiments_footprints.sql,7,2,0,0,0,9
realityforge_dbt.sql,6,2,0,0,0,8
reclosedev_requests-cache.sql,3,2,0,0,0,5
recoilphp_database.sql,5,3,1,2,0,11
red6_dbmaintain.sql,77,31,3,0,0,111
redaxo_redaxo.sql,126,19,0,0,0,145
RedChrome_Chrome-PHP.sql,13,16,1,0,0,30
redcross_arcdata.sql,2,0,0,0,1,3
redmine_redmine.sql,18,0,0,0,0,18
Redpill-Linpro_spring-config-jdbc.sql,1,1,1,0,0,3
ReduxFramework_Redux-Framework.sql,1,0,0,0,0,1
reevoo_reevoomark-php-api.sql,1,0,0,0,0,1
reexjungle_xcal.sql,0,1,0,0,0,1
reidab_citizenry.sql,1,0,0,4,0,5
rejasupotaro_Rebuild.sql,0,4,0,0,0,4
relrod_dagd.sql,4,5,0,0,2,11
rembo10_headphones.sql,28,4,2,25,0,59
remibantos_jeeshop.sql,1,30,0,0,0,31
remram44_file_archive.sql,0,1,0,0,1,2
repoze_repoze.who.sql,1,0,0,0,0,1
resiprocate_resiprocate.sql,19,22,1,5,3,50
Respect_Config.sql,1,1,0,0,0,2
Respect_Relational.sql,50,2,0,1,0,53
reviewboard_rbtools.sql,0,1,0,0,0,1
rgeo_activerecord-postgis-adapter.sql,5,0,0,0,4,9
rgeo_rgeo.sql,1,2,0,0,1,4
rgerhards_rsyslog.sql,0,4,0,0,0,4
rhodges_hodgimoto.sql,6,0,0,2,0,8
richardkiss_pycoin.sql,6,4,0,2,0,12
rightscale-cookbooks_rs-mysql.sql,3,1,0,0,0,4
rightscale_praxis-mapper.sql,6,0,0,0,0,6
rightscale_right_link.sql,1,0,0,0,0,1
rightscale_sql_partitioner.sql,5,0,0,0,0,5
RiotGamesMinions_motherbrain.sql,2,0,0,0,0,2
ripaclub_sphinxsearch.sql,31,0,0,0,0,31
ripple_rippled.sql,261,113,17,15,19,425
Risoluto_Risoluto-Core.sql,4,2,0,0,0,6
RIT-Tool-Time_Soundfall.sql,54,121,0,2,1,178
RITAccess_accessbraille.sql,0,6,0,0,9,15
rletters_rletters.sql,0,17,0,2,4,23
rmcgibbo_osprey.sql,2,0,0,0,0,2
rmrevin_yii2-file.sql,0,1,0,0,0,1
RNAcentral_rnacentral-webcode.sql,2,1,0,0,0,3
ROBelgium_MSNoise.sql,1,0,0,0,0,1
RobertHeim_phpbb-ext-topictags.sql,1,0,0,0,0,1
robinandeer_chanjo.sql,0,1,0,0,0,1
RobinDev_DataTablesPHP.sql,0,3,0,0,0,3
robmorgan_phinx.sql,13,3,0,0,0,16
roboguice_roboguice.sql,1,0,0,0,0,1
robotology_wysiwyd.sql,98,32,0,3,3,136
robotology_yarp.sql,67,42,2,1,8,120
rogeralsing_akka.net.sql,4,3,0,0,0,7
rollerworks_PasswordStrengthBundle.sql,2,1,0,0,0,3
rom-rb_rom-sql.sql,0,1,0,0,0,1
ronan-mch_det_sker.sql,1,0,0,0,0,1
ronnix_fabtools.sql,1,0,0,0,0,1
rootpy_rootpy.sql,8,0,0,0,0,8
rosedu_rosedu-people.sql,1,0,0,0,0,1
rosedu_wouso.sql,2,0,0,0,0,2
roundrop_facebook4j.sql,5,0,0,0,0,5
rsdn_avalon.sql,1,28,0,0,0,29
rshk_jobcontrol.sql,2,0,0,0,0,2
rspec_rspec-rails.sql,0,3,0,0,0,3
rstats-db_RMySQL.sql,9,0,0,0,0,9
rsyslog_rsyslog.sql,0,4,0,0,0,4
RT-Thread_rt-thread.sql,3069,2454,6746,329,616,13214
rtCamp_rt-lib.sql,17,10,0,0,0,27
rubber_rubber.sql,5,0,0,0,0,5
ruboto_ruboto.sql,1,1,9,0,0,11
ruby-concurrency_concurrent-ruby.sql,2,0,0,0,0,2
ruby-rcade_RubyGameDev.com.sql,2,0,0,0,0,2
ruby-rdf_sparql.sql,4,0,0,0,0,4
ruby_bugs.ruby-lang.org.sql,17,0,0,0,0,17
ruby_ruby.sql,1,0,0,0,1,2
rubychan_coderay.sql,1,1,1,0,0,3
rubyclerks_sales_clerk.sql,0,1,0,0,0,1
rubygems_rubygems-infrastructure.sql,8,0,0,0,0,8
rubygems_rubygems.org.sql,2,0,0,0,1,3
rubyworks_facets.sql,1,0,0,0,0,1
ruckus_quickbooks-ruby.sql,8,0,0,0,0,8
ruckus_ruckusing-migrations.sql,13,20,0,0,1,34
Runalyze_Runalyze.sql,74,27,0,0,0,101
runrev_livecode.sql,67,47,25,11,3,153
ruport_ruport.sql,1,3,1,0,0,5
RuralIndia_pari.sql,1,0,0,0,0,1
rvagg_node-leveldown.sql,2,1,0,0,0,3
rvillars_bookapp-rest.sql,1,0,0,0,0,1
ryanhowdy_fcms.sql,2,50,0,0,0,52
ryanj_silex-base.sql,8,3,0,2,0,13
rybakit_phive-queue.sql,1,3,0,0,0,4
rydurham_Sentinel.sql,0,1,0,0,3,4
sachac_quantified.sql,0,2,0,0,0,2
saltstack_salt.sql,42,46,1,2,22,113
sam-media_wurfl-api.sql,0,1,0,0,0,1
samaaron_sonic-pi.sql,0,1,0,0,0,1
samg_timetrap.sql,1,0,0,2,0,3
sammthomson_semafor.sql,2,0,0,0,0,2
sampsyo_beets.sql,5,2,0,2,0,9
samskivert_samskivert.sql,5,4,0,0,0,9
SAP_cloud-dirigible.sql,14,1,0,0,1,16
Sarabveer_SourceBans.sql,424,73,3,13,8,521
sarxos_webcam-capture.sql,2,0,0,0,0,2
saschaiseli_opentrainingcenter.sql,13,18,0,0,0,31
satanasov_birthdaycontrol.sql,1,0,0,0,0,1
satanasov_eventmedals.sql,10,0,0,0,0,10
satanasov_phpbbgallery.sql,21,0,0,0,0,21
satanasov_postlove.sql,1,0,0,0,0,1
SatelliteQE_robottelo.sql,1,0,0,0,0,1
satnet-project_server.sql,1,0,0,0,0,1
satyan_sugar.sql,9,0,0,0,0,9
savoirfairelinux_monitoring-tools.sql,9,0,0,0,0,9
savoirfairelinux_sflvault.sql,1,0,0,0,0,1
saw303_dox.sql,28,24,0,18,1,71
sawcordwell_pymdptoolbox.sql,4,10,6,0,2,22
sawilde_opencover.sql,2,0,0,0,0,2
saxix_django-concurrency.sql,2,0,0,0,0,2
sayakb_sticky-notes.sql,14,6,0,1,5,26
sbp_saxo.sql,9,1,0,0,0,10
sbrunner_tilecloud-chain.sql,1,5,1,0,0,7
scanny_python-pptx.sql,0,3,0,0,0,3
schaloner_deadbolt-2-java.sql,0,5,0,0,0,5
schambers_fluentmigrator.sql,78,130,3,3,4,218
SchemaPlus_schema_validations.sql,0,1,0,0,0,1
schickling_laravel-backup.sql,0,1,0,0,0,1
Schlaefer_Saito.sql,0,18,0,0,0,18
schmittjoh_JMSJobQueueBundle.sql,16,0,0,3,0,19
scholarslab_BagItPlugin.sql,0,2,0,0,0,2
scholarslab_prism.sql,0,1,0,0,0,1
scieloorg_SciELO-Manager.sql,1,0,0,0,0,1
SCIInstitute_SCIRun.sql,6,3,1,1,0,11
scirate_scirate.sql,0,0,0,2,0,2
scooterw_ffi-ogr.sql,1,0,0,0,0,1
scottfeldman_qemu-rocker.sql,1,0,0,0,0,1
scraperwiki_scraperwiki-python.sql,3,3,3,0,0,9
scrapinghub_crawl-frontier.sql,0,2,0,0,2,4
screenconcept_kuhsaft.sql,1,0,0,0,0,1
screenconcept_qbrick.sql,4,0,0,0,0,4
sculptor_sculptor.sql,20,3,0,0,0,23
sdebacker_TypiCMS.sql,0,27,0,0,0,27
sdementen_piecash.sql,3,32,0,0,10,45
sdepold_sequel-bit_fields.sql,7,0,0,0,0,7
sdpython_ensae_teaching_cs.sql,27,6,2,2,1,38
sdpython_pyensae.sql,30,3,0,0,1,34
sdpython_pyquickhelper.sql,1,0,0,0,0,1
seamusabshere_the_geom_geojson.sql,2,2,0,0,0,4
seamusabshere_upsert.sql,0,0,0,1,0,1
seanderickson_lims.sql,4,0,0,51,5,60
SeanTater_uncc2014watsonsim.sql,9,9,1,1,8,28
searchisko_searchisko.sql,6,1,0,0,0,7
sebastianbergmann_dbunit.sql,4,8,0,1,0,13
sebastianbergmann_money.sql,3,0,0,0,0,3
sebbacon_alaveteli.sql,2,0,0,0,4,6
sebhoss_junit-testdata-rule.sql,1,1,0,0,0,2
seblucas_cops.sql,24,54,0,4,61,143
securestate_king-phisher.sql,1,0,0,0,0,1
SEED-platform_seed.sql,0,0,0,1,0,1
seek4science_seek.sql,25,0,0,7,0,32
SEL-columbia_dokomoforms.sql,1,0,0,0,0,1
Seldaek_monolog.sql,1,0,0,0,0,1
selimnairb_EcohydroLib.sql,2,8,0,0,0,10
SemanticMediaWiki_SemanticWatchlist.sql,0,1,0,0,0,1
semirook_sphinxit.sql,9,0,0,0,0,9
sepro_plasmid-db.sql,20,7,0,0,0,27
SeqWare_seqware.sql,570,68,8424,9,20,9091
SerCeMan_cjdb.sql,11,7,0,0,0,18
serenity-bdd_serenity-core.sql,6,10,3,5,3,27
servebox_electric_sheep.sql,0,4,0,0,0,4
serverdensity_sd-agent.sql,25,4,0,0,1,30
sfu-fas_coursys.sql,17,0,0,0,0,17
shabbyrobe_amiss.sql,14,38,3,4,0,59
shadabahmed_logstasher.sql,2,0,0,0,0,2
shahakshay94_tied_gnu.sql,26,29,0,3,1,59
shalupov_idea-cloudformation.sql,2,0,0,0,0,2
Sharagoz_rails_exception_handler.sql,0,1,0,0,0,1
Sharepear_Sharepear.sql,0,3,0,0,1,4
sharethrough_flare-up.sql,0,1,0,0,0,1
sheabunge_code-snippets.sql,8,1,0,0,0,9
shilad_wikibrain.sql,2,4,0,0,0,6
shinken-monitoring_mod-livestatus.sql,1,0,0,0,0,1
shinken-monitoring_mod-logstore-sqlite.sql,3,1,1,0,0,5
shirok_Gauche.sql,9,0,4,0,0,13
shish_shimmie2.sql,137,7,2,33,33,212
shogodev_argilla.sql,3,20,0,0,0,23
sholsapp_gallocy.sql,59,37,2,0,9,107
Shopify_activerecord-pedantmysql2-adapter.sql,0,1,0,0,0,1
shopware_shopware.sql,458,249,0,569,3,1279
ShopwareAG_shopware-4.sql,457,249,0,569,3,1278
ShopwareAG_sw-cli-tools.sql,3,0,0,0,0,3
shopwareLabs_sw-cli-tools.sql,3,0,0,0,0,3
shyiko_mysql-binlog-connector-java.sql,0,5,38,1,0,44
SickGear_SickGear.sql,59,21,0,9,13,102
SiCKRAGETV_SickRage.sql,2,2,0,0,0,4
sigma-z_Dive.sql,6,0,0,3,0,9
silexphp_Silex.sql,3,0,0,1,0,4
silverstripe-australia_silverstripe-queuedjobs.sql,2,0,0,0,0,2
silverstripe_silverstripe-cms.sql,2,0,0,0,0,2
silverstripe_silverstripe-comments.sql,1,0,0,0,0,1
silverstripe_silverstripe-forum.sql,1,0,0,0,0,1
silverstripe_silverstripe-framework.sql,43,7,0,1,3,54
